insert into movies (year, title) values(1995,'Toy Story');
insert into movies (year, title) values(1995,'Jumanji');
insert into movies (year, title) values(1995,'Grumpier Old Men');
insert into movies (year, title) values(1995,'Waiting to Exhale');
insert into movies (year, title) values(1995,'Father of the Bride Part II');
insert into movies (year, title) values(1995,'Heat');
insert into movies (year, title) values(1995,'Sabrina');
insert into movies (year, title) values(1995,'Tom and Huck');
insert into movies (year, title) values(1995,'Sudden Death');
insert into movies (year, title) values(1995,'GoldenEye');
insert into movies (year, title) values(1995,'American President, The');
insert into movies (year, title) values(1995,'Dracula: Dead and Loving It');
insert into movies (year, title) values(1995,'Balto');
insert into movies (year, title) values(1995,'Nixon');
insert into movies (year, title) values(1995,'Cutthroat Island');
insert into movies (year, title) values(1995,'Casino');
insert into movies (year, title) values(1995,'Sense and Sensibility');
insert into movies (year, title) values(1995,'Four Rooms');
insert into movies (year, title) values(1995,'Ace Ventura: When Nature Calls');
insert into movies (year, title) values(1995,'Money Train');
insert into movies (year, title) values(1995,'Get Shorty');
insert into movies (year, title) values(1995,'Copycat');
insert into movies (year, title) values(1995,'Assassins');
insert into movies (year, title) values(1995,'Powder');
insert into movies (year, title) values(1995,'Leaving Las Vegas');
insert into movies (year, title) values(1995,'Othello');
insert into movies (year, title) values(1995,'Now and Then');
insert into movies (year, title) values(1995,'Persuasion');
insert into movies (year, title) values(1995,'City of Lost Children, The');
30::Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)::Drama
insert into movies (year, title) values(1995,'Dangerous Minds');
insert into movies (year, title) values(1995,'Twelve Monkeys');
insert into movies (year, title) values(1995,'Wings of Courage');
insert into movies (year, title) values(1995,'Babe');
insert into movies (year, title) values(1995,'Carrington');
insert into movies (year, title) values(1995,'Dead Man Walking');
insert into movies (year, title) values(1995,'Across the Sea of Time');
insert into movies (year, title) values(1995,'It Takes Two');
insert into movies (year, title) values(1995,'Clueless');
insert into movies (year, title) values(1995,'Cry, the Beloved Country');
insert into movies (year, title) values(1995,'Richard III');
insert into movies (year, title) values(1995,'Dead Presidents');
insert into movies (year, title) values(1995,'Restoration');
insert into movies (year, title) values(1995,'Mortal Kombat');
insert into movies (year, title) values(1995,'To Die For');
insert into movies (year, title) values(1995,'How to Make an American Quilt');
47::Seven (Se7en) (1995)::Crime|Thriller
insert into movies (year, title) values(1995,'Pocahontas');
insert into movies (year, title) values(1995,'When Night Is Falling');
insert into movies (year, title) values(1995,'Usual Suspects, The');
insert into movies (year, title) values(1994,'Guardian Angel');
insert into movies (year, title) values(1995,'Mighty Aphrodite');
insert into movies (year, title) values(1994,'Lamerica');
insert into movies (year, title) values(1995,'Big Green, The');
insert into movies (year, title) values(1995,'Georgia');
insert into movies (year, title) values(1995,'Kids of the Round Table');
insert into movies (year, title) values(1995,'Home for the Holidays');
58::Postino, Il (The Postman) (1994)::Drama|Romance
59::Confessional, The (Le Confessionnal) (1995)::Drama|Mystery
insert into movies (year, title) values(1995,'Indian in the Cupboard, The');
insert into movies (year, title) values(1996,'Eye for an Eye');
insert into movies (year, title) values(1995,'Mr. Holland's Opus');
insert into movies (year, title) values(1996,'Don't Be a Menace to South Central While Drinking Your Juice in the Hood');
insert into movies (year, title) values(1996,'Two if by Sea');
insert into movies (year, title) values(1996,'Bio-Dome');
insert into movies (year, title) values(1996,'Lawnmower Man 2: Beyond Cyberspace');
insert into movies (year, title) values(1995,'Two Bits');
68::French Twist (Gazon maudit) (1995)::Comedy|Romance
insert into movies (year, title) values(1995,'Friday');
insert into movies (year, title) values(1996,'From Dusk Till Dawn');
insert into movies (year, title) values(1995,'Fair Game');
insert into movies (year, title) values(1995,'Kicking and Screaming');
insert into movies (year, title) values(1995,'Miserables, Les');
insert into movies (year, title) values(1996,'Bed of Roses');
insert into movies (year, title) values(1996,'Big Bully');
insert into movies (year, title) values(1995,'Screamers');
insert into movies (year, title) values(1995,'Nico Icon');
insert into movies (year, title) values(1995,'Crossing Guard, The');
insert into movies (year, title) values(1996,'Juror, The');
80::White Balloon, The (Badkonake Sefid ) (1995)::Drama
insert into movies (year, title) values(1995,'Things to Do in Denver when You're Dead');
82::Antonia's Line (Antonia) (1995)::Drama
insert into movies (year, title) values(1995,'Once Upon a Time... When We Were Colored');
insert into movies (year, title) values(1995,'Last Summer in the Hamptons');
insert into movies (year, title) values(1995,'Angels and Insects');
insert into movies (year, title) values(1996,'White Squall');
insert into movies (year, title) values(1996,'Dunston Checks In');
insert into movies (year, title) values(1996,'Black Sheep');
insert into movies (year, title) values(1995,'Nick of Time');
insert into movies (year, title) values(1995,'Journey of August King, The');
insert into movies (year, title) values(1996,'Mary Reilly');
insert into movies (year, title) values(1995,'Vampire in Brooklyn');
insert into movies (year, title) values(1996,'Beautiful Girls');
insert into movies (year, title) values(1996,'Broken Arrow');
insert into movies (year, title) values(1995,'In the Bleak Midwinter');
97::Hate (Haine, La) (1995)::Drama
insert into movies (year, title) values(1994,'Shopping');
insert into movies (year, title) values(1995,'Heidi Fleiss: Hollywood Madam');
insert into movies (year, title) values(1996,'City Hall');
insert into movies (year, title) values(1996,'Bottle Rocket');
insert into movies (year, title) values(1996,'Mr. Wrong');
insert into movies (year, title) values(1996,'Unforgettable');
insert into movies (year, title) values(1996,'Happy Gilmore');
insert into movies (year, title) values(1995,'Bridges of Madison County, The');
106::Nobody Loves Me (Keiner liebt mich) (1994)::Comedy|Drama
insert into movies (year, title) values(1996,'Muppet Treasure Island');
insert into movies (year, title) values(1995,'Catwalk');
insert into movies (year, title) values(1995,'Headless Body in Topless Bar');
insert into movies (year, title) values(1995,'Braveheart');
insert into movies (year, title) values(1976,'Taxi Driver');
insert into movies (year, title) values(1995,'Rumble in the Bronx');
insert into movies (year, title) values(1996,'Before and After');
insert into movies (year, title) values(1995,'Margaret's Museum');
insert into movies (year, title) values(1995,'Happiness Is in the Field');
insert into movies (year, title) values(1995,'Anne Frank Remembered');
insert into movies (year, title) values(1995,'Young Poisoner's Handbook, The');
insert into movies (year, title) values(1996,'If Lucy Fell');
insert into movies (year, title) values(1995,'Steal Big, Steal Little');
insert into movies (year, title) values(1996,'Race the Sun');
insert into movies (year, title) values(1993,'Boys of St. Vincent, The');
insert into movies (year, title) values(1992,'Boomerang');
insert into movies (year, title) values(1994,'Chungking Express');
124::Star Maker, The (Uomo delle stelle, L') (1995)::Drama
insert into movies (year, title) values(1996,'Flirting With Disaster');
insert into movies (year, title) values(1994,'NeverEnding Story III, The');
127::Silence of the Palace, The (Saimt el Qusur) (1994)::Drama
insert into movies (year, title) values(1994,'Jupiter's Wife');
insert into movies (year, title) values(1995,'Pie in the Sky');
insert into movies (year, title) values(1995,'Angela');
insert into movies (year, title) values(1995,'Frankie Starlight');
insert into movies (year, title) values(1995,'Jade');
insert into movies (year, title) values(1995,'Nueba Yol');
insert into movies (year, title) values(1995,'Sonic Outlaws');
insert into movies (year, title) values(1996,'Down Periscope');
insert into movies (year, title) values(1995,'From the Journals of Jean Seberg');
insert into movies (year, title) values(1995,'Man of the Year');
insert into movies (year, title) values(1995,'Neon Bible, The');
insert into movies (year, title) values(1995,'Target');
insert into movies (year, title) values(1996,'Up Close and Personal');
insert into movies (year, title) values(1996,'Birdcage, The');
142::Shadows (Cienie) (1988)::Drama
insert into movies (year, title) values(1995,'Gospa');
insert into movies (year, title) values(1995,'Brothers McMullen, The');
insert into movies (year, title) values(1995,'Bad Boys');
insert into movies (year, title) values(1995,'Amazing Panda Adventure, The');
insert into movies (year, title) values(1995,'Basketball Diaries, The');
insert into movies (year, title) values(1995,'Awfully Big Adventure, An');
insert into movies (year, title) values(1994,'Amateur');
insert into movies (year, title) values(1995,'Apollo 13');
insert into movies (year, title) values(1995,'Rob Roy');
insert into movies (year, title) values(1995,'Addiction, The');
insert into movies (year, title) values(1995,'Batman Forever');
insert into movies (year, title) values(1967,'Belle de jour');
insert into movies (year, title) values(1995,'Beyond Rangoon');
insert into movies (year, title) values(1995,'Blue in the Face');
insert into movies (year, title) values(1994,'Canadian Bacon');
insert into movies (year, title) values(1995,'Casper');
insert into movies (year, title) values(1995,'Clockers');
insert into movies (year, title) values(1995,'Congo');
insert into movies (year, title) values(1995,'Crimson Tide');
insert into movies (year, title) values(1994,'Crumb');
insert into movies (year, title) values(1995,'Desperado');
insert into movies (year, title) values(1995,'Devil in a Blue Dress');
insert into movies (year, title) values(1995,'Die Hard: With a Vengeance');
insert into movies (year, title) values(1995,'Doom Generation, The');
insert into movies (year, title) values(1995,'Feast of July');
insert into movies (year, title) values(1995,'First Knight');
insert into movies (year, title) values(1995,'Free Willy 2: The Adventure Home');
insert into movies (year, title) values(1995,'Hackers');
insert into movies (year, title) values(1995,'Jeffrey');
insert into movies (year, title) values(1995,'Johnny Mnemonic');
insert into movies (year, title) values(1995,'Judge Dredd');
insert into movies (year, title) values(1995,'Jury Duty');
insert into movies (year, title) values(1995,'Kids');
insert into movies (year, title) values(1995,'Living in Oblivion');
insert into movies (year, title) values(1995,'Lord of Illusions');
insert into movies (year, title) values(1993,'Love & Human Remains');
insert into movies (year, title) values(1995,'Mad Love');
insert into movies (year, title) values(1995,'Mallrats');
insert into movies (year, title) values(1995,'Mighty Morphin Power Rangers: The Movie');
insert into movies (year, title) values(1995,'Moonlight and Valentino');
insert into movies (year, title) values(1994,'Mute Witness');
insert into movies (year, title) values(1994,'Nadja');
insert into movies (year, title) values(1995,'Net, The');
insert into movies (year, title) values(1995,'Nine Months');
insert into movies (year, title) values(1995,'Party Girl');
insert into movies (year, title) values(1995,'Prophecy, The');
insert into movies (year, title) values(1995,'Reckless');
insert into movies (year, title) values(1995,'Safe');
insert into movies (year, title) values(1995,'Scarlet Letter, The');
insert into movies (year, title) values(1995,'Show, The');
insert into movies (year, title) values(1995,'Showgirls');
insert into movies (year, title) values(1995,'Smoke');
insert into movies (year, title) values(1995,'Something to Talk About');
insert into movies (year, title) values(1995,'Species');
insert into movies (year, title) values(1995,'Stars Fell on Henrietta, The');
insert into movies (year, title) values(1995,'Strange Days');
199::Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)::Drama|Musical
insert into movies (year, title) values(1995,'Tie That Binds, The');
insert into movies (year, title) values(1995,'Three Wishes');
insert into movies (year, title) values(1995,'Total Eclipse');
insert into movies (year, title) values(1995,'To Wong Foo, Thanks for Everything! Julie Newmar');
insert into movies (year, title) values(1995,'Under Siege 2: Dark Territory');
insert into movies (year, title) values(1995,'Unstrung Heroes');
insert into movies (year, title) values(1995,'Unzipped');
insert into movies (year, title) values(1995,'Walk in the Clouds, A');
insert into movies (year, title) values(1995,'Waterworld');
insert into movies (year, title) values(1995,'White Man's Burden');
insert into movies (year, title) values(1995,'Wild Bill');
insert into movies (year, title) values(1994,'Browning Version, The');
insert into movies (year, title) values(1995,'Bushwhacked');
213::Burnt By the Sun (Utomlyonnye solntsem) (1994)::Drama
214::Before the Rain (Pred dozhdot) (1994)::Drama
insert into movies (year, title) values(1995,'Before Sunrise');
insert into movies (year, title) values(1995,'Billy Madison');
insert into movies (year, title) values(1995,'Babysitter, The');
insert into movies (year, title) values(1995,'Boys on the Side');
insert into movies (year, title) values(1995,'Cure, The');
insert into movies (year, title) values(1995,'Castle Freak');
insert into movies (year, title) values(1995,'Circle of Friends');
insert into movies (year, title) values(1994,'Clerks');
insert into movies (year, title) values(1995,'Don Juan DeMarco');
insert into movies (year, title) values(1994,'Disclosure');
insert into movies (year, title) values(1995,'Dream Man');
insert into movies (year, title) values(1994,'Drop Zone');
insert into movies (year, title) values(1995,'Destiny Turns on the Radio');
insert into movies (year, title) values(1994,'Death and the Maiden');
insert into movies (year, title) values(1994,'Dolores Claiborne');
insert into movies (year, title) values(1994,'Dumb & Dumber');
insert into movies (year, title) values(1994,'Eat Drink Man Woman');
insert into movies (year, title) values(1994,'Exotica');
insert into movies (year, title) values(1994,'Exit to Eden');
insert into movies (year, title) values(1994,'Ed Wood');
insert into movies (year, title) values(1995,'French Kiss');
insert into movies (year, title) values(1995,'Forget Paris');
insert into movies (year, title) values(1995,'Far From Home: The Adventures of Yellow Dog');
insert into movies (year, title) values(1995,'Goofy Movie, A');
insert into movies (year, title) values(1995,'Hideaway');
insert into movies (year, title) values(1995,'Fluke');
insert into movies (year, title) values(1994,'Farinelli: il castrato');
insert into movies (year, title) values(1995,'Gordy');
insert into movies (year, title) values(1995,'Gumby: The Movie');
insert into movies (year, title) values(1994,'Glass Shield, The');
insert into movies (year, title) values(1994,'Hoop Dreams');
insert into movies (year, title) values(1994,'Heavenly Creatures');
insert into movies (year, title) values(1994,'Houseguest');
insert into movies (year, title) values(1994,'Immortal Beloved');
insert into movies (year, title) values(1994,'Heavyweights');
insert into movies (year, title) values(1995,'Hunted, The');
insert into movies (year, title) values(1994,'I.Q.');
insert into movies (year, title) values(1994,'Interview with the Vampire');
insert into movies (year, title) values(1995,'Jefferson in Paris');
insert into movies (year, title) values(1994,'Jerky Boys, The');
insert into movies (year, title) values(1994,'Junior');
insert into movies (year, title) values(1995,'Just Cause');
insert into movies (year, title) values(1995,'Kid in King Arthur's Court, A');
insert into movies (year, title) values(1995,'Kiss of Death');
insert into movies (year, title) values(1977,'Star Wars: Episode IV - A New Hope');
insert into movies (year, title) values(1994,'Little Women');
insert into movies (year, title) values(1995,'Little Princess, A');
insert into movies (year, title) values(1994,'Ladybird Ladybird');
insert into movies (year, title) values(1994,'Enfer, L'');
265::Like Water for Chocolate (Como agua para chocolate) (1992)::Drama|Romance
insert into movies (year, title) values(1994,'Legends of the Fall');
insert into movies (year, title) values(1994,'Major Payne');
insert into movies (year, title) values(1994,'Little Odessa');
269::My Crazy Life (Mi vida loca) (1993)::Drama
insert into movies (year, title) values(1994,'Love Affair');
insert into movies (year, title) values(1995,'Losing Isaiah');
insert into movies (year, title) values(1994,'Madness of King George, The');
insert into movies (year, title) values(1994,'Mary Shelley's Frankenstein');
insert into movies (year, title) values(1995,'Man of the House');
insert into movies (year, title) values(1994,'Mixed Nuts');
insert into movies (year, title) values(1994,'Milk Money');
insert into movies (year, title) values(1994,'Miracle on 34th Street');
insert into movies (year, title) values(1995,'Miami Rhapsody');
insert into movies (year, title) values(1995,'My Family');
insert into movies (year, title) values(1995,'Murder in the First');
insert into movies (year, title) values(1994,'Nobody's Fool');
insert into movies (year, title) values(1994,'Nell');
insert into movies (year, title) values(1995,'New Jersey Drive');
insert into movies (year, title) values(1996,'New York Cop');
insert into movies (year, title) values(1993,'Beyond Bedlam');
insert into movies (year, title) values(1995,'Nemesis 2: Nebula');
insert into movies (year, title) values(1994,'Nina Takes a Lover');
insert into movies (year, title) values(1994,'Natural Born Killers');
insert into movies (year, title) values(1994,'Only You');
insert into movies (year, title) values(1994,'Once Were Warriors');
insert into movies (year, title) values(1995,'Poison Ivy II');
insert into movies (year, title) values(1995,'Outbreak');
293::Professional, The (a.k.a. Leon: The Professional) (1994)::Crime|Drama|Romance|Thriller
insert into movies (year, title) values(1995,'Perez Family, The');
insert into movies (year, title) values(1995,'Pyromaniac's Love Story, A');
insert into movies (year, title) values(1994,'Pulp Fiction');
insert into movies (year, title) values(1995,'Panther');
insert into movies (year, title) values(1992,'Pushing Hands');
insert into movies (year, title) values(1994,'Priest');
insert into movies (year, title) values(1994,'Quiz Show');
insert into movies (year, title) values(1995,'Picture Bride');
302::Queen Margot (La Reine Margot) (1994)::Drama|Romance
insert into movies (year, title) values(1995,'Quick and the Dead, The');
insert into movies (year, title) values(1995,'Roommates');
305::Ready to Wear (Pret-A-Porter) (1994)::Comedy
insert into movies (year, title) values(1994,'Three Colors: Red');
insert into movies (year, title) values(1993,'Three Colors: Blue');
insert into movies (year, title) values(1994,'Three Colors: White');
insert into movies (year, title) values(1994,'Red Firecracker, Green Firecracker');
insert into movies (year, title) values(1995,'Rent-a-Kid');
insert into movies (year, title) values(1994,'Relative Fear');
insert into movies (year, title) values(1995,'Stuart Saves His Family');
insert into movies (year, title) values(1994,'Swan Princess, The');
insert into movies (year, title) values(1994,'Secret of Roan Inish, The');
insert into movies (year, title) values(1994,'Specialist, The');
insert into movies (year, title) values(1994,'Stargate');
insert into movies (year, title) values(1994,'Santa Clause, The');
insert into movies (year, title) values(1994,'Shawshank Redemption, The');
insert into movies (year, title) values(1994,'Shallow Grave');
insert into movies (year, title) values(1993,'Suture');
321::Strawberry and Chocolate (Fresa y chocolate) (1993)::Drama
insert into movies (year, title) values(1995,'Swimming with Sharks');
insert into movies (year, title) values(1994,'Sum of Us, The');
insert into movies (year, title) values(1995,'National Lampoon's Senior Trip');
326::To Live (Huozhe) (1994)::Drama
insert into movies (year, title) values(1995,'Tank Girl');
insert into movies (year, title) values(1995,'Tales From the Crypt Presents: Demon Knight');
insert into movies (year, title) values(1994,'Star Trek: Generations');
insert into movies (year, title) values(1995,'Tales from the Hood');
insert into movies (year, title) values(1994,'Tom & Viv');
insert into movies (year, title) values(1995,'Village of the Damned');
insert into movies (year, title) values(1995,'Tommy Boy');
insert into movies (year, title) values(1994,'Vanya on 42nd Street');
insert into movies (year, title) values(1995,'Underneath, The');
insert into movies (year, title) values(1995,'Walking Dead, The');
insert into movies (year, title) values(1993,'What's Eating Gilbert Grape');
insert into movies (year, title) values(1995,'Virtuosity');
insert into movies (year, title) values(1995,'While You Were Sleeping');
insert into movies (year, title) values(1994,'War, The');
insert into movies (year, title) values(1994,'Double Happiness');
